PEAK_NUM,FRACHRSTART,FRAC_HRS_SINCE_JAN1,CH4,WKT,LON,LAT,CH4_BASELINE,PEAK_DIST_M,PEAK_CH4
CFADS2280_20131126_7908.388573,7908.388573,7908.393562,2.3736631338,POINT(-105.02337769 39.639639625),-105.02337769,39.639639625,2.18054611042,110.03422078,16.0770990287
CFADS2280_20131126_7908.388573,7908.388573,7908.393703,2.3305061064,POINT(-105.02337778 39.639671755),-105.02337778,39.639671755,2.18278839389,113.610937488,16.6054434391
CFADS2280_20131126_7908.388573,7908.388573,7908.393847,2.3074800188,POINT(-105.02337906 39.639705355),-105.02337906,39.639705355,2.18483419664,117.352895261,17.0643789266
CFADS2280_20131126_7908.388573,7908.388573,7908.393985,2.3087366063,POINT(-105.0233822 39.639739248),-105.0233822,39.639739248,2.18677294675,121.135450265,17.5257131774
CFADS2280_20131126_7908.388573,7908.388573,7908.394124,2.3153660618,POINT(-105.02338566 39.63977437),-105.02338566,39.63977437,2.18871870838,125.056462282,18.022298972
CFADS2280_20131126_7908.388573,7908.388573,7908.394265,2.3092645097,POINT(-105.02338963 39.639811381),-105.02338963,39.639811381,2.19069104583,129.190554942,18.5124926588
CFADS2280_20131126_7908.388573,7908.388573,7908.394406,2.2958778813,POINT(-105.02339378 39.639849114),-105.02339378,39.639849114,2.19263438068,133.406027108,18.947712762
CFADS2280_20131126_7908.388573,7908.388573,7908.394541,2.2869118834,POINT(-105.02339801 39.639886284),-105.02339801,39.639886284,2.19451273495,137.559646184,19.3315036275
CFADS2280_20131126_7908.388573,7908.388573,7908.394678,2.2845925842,POINT(-105.02340137 39.639923283),-105.02340137,39.639923283,2.19634838255,141.688430298,19.6958448854
CFADS2280_20131126_7908.388573,7908.388573,7908.394813,2.2873583769,POINT(-105.02340323 39.639959173),-105.02340323,39.639959173,2.19816789871,145.686881904,20.0524686962
CFADS2280_20131126_7908.388573,7908.388573,7908.394946,2.2991796417,POINT(-105.02340304 39.639994287),-105.02340304,39.639994287,2.19999594105,149.595802806,20.4401699368
CFADS2280_20131126_7908.388573,7908.388573,7908.395082,2.3145876075,POINT(-105.02339833 39.640028539),-105.02339833,39.640028539,2.20187274644,153.430049909,20.8723465663
CFADS2280_20131126_7908.388573,7908.388573,7908.39522,2.3182482072,POINT(-105.02339121 39.640062618),-105.02339121,39.640062618,2.20381982304,157.272506181,21.3120326288
CFADS2280_20131126_7908.388573,7908.388573,7908.395359,2.2977886468,POINT(-105.02337774 39.640094662),-105.02337774,39.640094662,2.20578622077,161.02187703,21.6569838429
CFADS2280_20131126_7908.388573,7908.388573,7908.395498,2.2568734102,POINT(-105.02336275 39.640125505),-105.02336275,39.640125505,2.20765832141,164.687900787,21.8374075276
CFADS2280_20131126_7908.388573,7908.388573,7908.395633,2.2170355339,POINT(-105.02334412 39.640152721),-105.02334412,39.640152721,2.20934425194,168.112734924,21.8637488926
CFADS2280_20131126_7908.405379,7908.405379,7908.405379,2.3748162878,POINT(-105.02301014 39.64220409),-105.02301014,39.64220409,2.27641753875,0.0,0.0
CFADS2280_20131126_7908.405379,7908.405379,7908.405518,2.8727151745,POINT(-105.02295702 39.642204158),-105.02295702,39.642204158,2.27861907553,4.55351463528,2.70522528141
CFADS2280_20131126_7908.405379,7908.405379,7908.405658,3.4700258205,POINT(-105.02291126 39.64220374),-105.02291126,39.64220374,2.28310426727,8.47639120184,7.36137202894
CFADS2280_20131126_7908.405379,7908.405379,7908.405794,4.2361984677,POINT(-105.02287258 39.642201581),-105.02287258,39.642201581,2.2903259016,11.8007851849,13.8302190795
CFADS2280_20131126_7908.405379,7908.405379,7908.405931,4.6530239667,POINT(-105.02284213 39.642196879),-105.02284213,39.642196879,2.3187353869,14.462959121,20.044501296
